Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,TimeDim,Dim1Type,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
29484621,AIR_42,COUNTRY,ARG,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,29 [19-39],28.50446,18.73539,38.95013,,2022-08-26T09:13:12.937+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484622,AIR_42,COUNTRY,ARG,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,1 [0-2],0.95355,0.40008,1.70747,,2022-08-26T09:13:12.967+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484623,AIR_42,COUNTRY,ARG,YEAR,2019,SEX,FMLE,ENVCAUSE,ENVCAUSE118,,,,,3 [1-6],2.59061,0.58253,6.19895,,2022-08-26T09:13:12.983+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484624,AIR_42,COUNTRY,ARG,YEAR,2019,SEX,FMLE,ENVCAUSE,ENVCAUSE113,,,,,10 [5-13],9.60713,5.48615,13.25665,,2022-08-26T09:13:13+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484625,AIR_42,COUNTRY,ARG,YEAR,2019,SEX,FMLE,ENVCAUSE,ENVCAUSE039,,,,,6 [3-11],6.48857,2.52633,11.48277,,2022-08-26T09:13:13.013+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484626,AIR_42,COUNTRY,ARG,YEAR,2019,SEX,FMLE,ENVCAUSE,ENVCAUSE114,,,,,3 [1-5],2.78825,1.09389,4.84317,,2022-08-26T09:13:13.03+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484627,AIR_42,COUNTRY,ARG,YEAR,2019,SEX,FMLE,ENVCAUSE,ENVCAUSE000,,,,,22 [15-30],22.04192,14.55793,30.23241,,2022-08-26T09:13:13.06+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484628,AIR_42,COUNTRY,ARG,YEAR,2019,SEX,FMLE,ENVCAUSE,ENVCAUSE068,,,,,1 [0-1],0.56735,0.23805,1.01593,,2022-08-26T09:13:13.077+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484629,AIR_42,COUNTRY,ARG,YEAR,2019,SEX,MLE,ENVCAUSE,ENVCAUSE118,,,,,4 [1-10],4.34938,0.978,10.40745,,2022-08-26T09:13:13.093+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484630,AIR_42,COUNTRY,ARG,YEAR,2019,SEX,MLE,ENVCAUSE,ENVCAUSE113,,,,,17 [10-24],17.45296,9.96651,24.08292,,2022-08-26T09:13:13.11+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484631,AIR_42,COUNTRY,ARG,YEAR,2019,SEX,MLE,ENVCAUSE,ENVCAUSE039,,,,,10 [4-17],9.61186,3.74239,17.01003,,2022-08-26T09:13:13.11+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484632,AIR_42,COUNTRY,ARG,YEAR,2019,SEX,MLE,ENVCAUSE,ENVCAUSE114,,,,,4 [2-8],4.36507,1.7125,7.5821,,2022-08-26T09:13:13.14+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484633,AIR_42,COUNTRY,ARG,YEAR,2019,SEX,MLE,ENVCAUSE,ENVCAUSE000,,,,,37 [25-51],37.25473,24.52696,50.96511,,2022-08-26T09:13:13.153+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484634,AIR_42,COUNTRY,ARG,YEAR,2019,SEX,MLE,ENVCAUSE,ENVCAUSE068,,,,,1 [1-3],1.47545,0.61906,2.64202,,2022-08-26T09:13:13.17+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484635,AIR_42,COUNTRY,ARM,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,3 [1-6],3.33826,1.16703,6.34416,,2022-08-26T09:13:13.187+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484636,AIR_42,COUNTRY,ARM,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,48 [32-62],47.90698,32.08583,61.97689,,2022-08-26T09:13:13.223+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484637,AIR_42,COUNTRY,ARM,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,7 [4-9],6.98415,4.44122,9.4655,,2022-08-26T09:13:13.24+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
